product_id,product_name,category,material,brand,price_usd,color,country_of_origin,rating,reviews_count,in_stock,merchant_source,sustainability_label
P005139,Enzyme Drain Cleaner,Cleaning,"Enzyme Bacteria, Plant Extracts",Bio-Clean,11.66,Black,Unknown,3.4,44326,True,Retailer X,Ewg Verified
P005140,Safety Razor Metal,Personal Care,Stainless Steel,Merkur,31.66,Red,France,3.2,25549,True,Marketplace Y,Zero Waste Certified
P005141,Microfiber Cleaning Cloth,Cleaning,"80% Polyester, 20% Polyamide",E-Cloth,12.7,Green,France,4.4,4510,True,Greenshop,None
P005142,Battery Garden Light,Electronics & Energy,"Plastic, Alkaline Batteries",Hampton Bay,19.55,Beige,Brazil,4.5,8830,True,Marketplace Y,None
P005143,Electric Lawn Mower,Garden & Outdoors,"Steel, Recycled Plastic",Greenworks,212.0,Yellow,Uk,4.7,48610,False,Online Shop B,Energy Star
P005144,Bamboo Cotton Swabs,Personal Care,"Bamboo, Cotton",Ecoswab,4.84,Green,France,3.9,28565,False,Walmart,Fsc Certified
P005145,Mouthwash Tablets Zero Waste,Healthcare & Wellness,"Xylitol, Natural Mint, Paper Packaging",Bite,13.41,White,India,3.4,8215,True,Retailer X,Leaping Bunny
P005146,Solar Powered Garden Light,Electronics & Energy,"Stainless Steel, Solar Panel",Gigalumi,27.95,Unknown,Brazil,3.2,25631,True,Marketplace Y,None
P005147,Wood Chip Mulch,Garden & Outdoors,Natural Wood Chips,Back To Nature,9.57,Green,France,4.8,25418,True,Online Shop B,None
P005148,Beeswax Wrap,Kitchen & Dining,"Beeswax, Organic Cotton",Bee'S Wrap,15.17,Unknown,China,4.2,16533,True,Ecoretail,Gots
P005149,Electric Razor,Personal Care,"Abs Plastic, Metal",Braun,54.21,Orange,Australia,3.3,2113,True,Online Shop A,None
P005150,Safety Razor Metal,Personal Care,Stainless Steel,Merkur,34.57,Pink,Germany,3.7,16890,True,Greenshop,Zero Waste Certified
P005151,Natural Mold Remover,Cleaning,"Tea Tree Oil, Vinegar",Benefect,15.88,Unknown,China,4.4,9538,True,Whole Foods,Ewg Verified
P005152,Jute Garden Twine,Garden & Outdoors,Natural Jute Fiber,Luster Leaf,5.53,Yellow,India,3.2,15016,True,Etsy,None
P005153,Glass Pasta Jar,Food & Beverage,"Glass, Metal Lid",Rustichella,8.24,Brown,Germany,3.8,12131,True,Amazon,None
P005154,Plastic Dish Brush,Kitchen & Dining,"Polypropylene, Nylon",Oxo,5.39,Unknown,Usa,3.2,2752,True,Walmart,None
P005155,Chemical Pesticide Spray,Garden & Outdoors,"Bifenthrin, Synthetic Chemicals, Plastic",Ortho,13.76,Purple,India,3.5,37399,False,Greenshop,None
P005156,Nylon Floss Plastic Container,Healthcare & Wellness,"Nylon Fiber, Plastic Container",Oral-B,3.14,Unknown,Sweden,4.7,5313,False,Walmart,None
P005157,Compostable Trash Bag,Kitchen & Dining,"Pla, Pbat Bioplastic",Biobag,13.42,Purple,Sweden,3.2,15162,True,Amazon,Bpi Certified
P005158,Charcoal Floss,Personal Care,"Nylon, Charcoal",Charchoal Floss Co,5.53,White,Germany,4.9,14712,True,Etsy,None
P005159,Charcoal Floss,Personal Care,"Nylon, Charcoal",Charchoal Floss Co,6.17,Blue,Germany,4.9,45958,True,Greenshop,None
P005160,Mouthwash Plastic Bottle,Healthcare & Wellness,"Water, Alcohol, Plastic Bottle",Listerine,6.33,Natural,China,3.6,17856,True,Walmart,None
P005161,Cotton Produce Bag,Kitchen & Dining,Organic Cotton Mesh,Colony Co,10.1,Unknown,Netherlands,3.8,7799,True,Whole Foods,Gots
P005162,Plastic Spoon Set,Kitchen & Dining,"Nylon, Plastic",Generic,5.49,Grey,Canada,4.9,40401,True,Walmart,None
P005163,Enzyme Drain Cleaner,Cleaning,"Enzyme Bacteria, Plant Extracts",Bio-Clean,10.1,Yellow,Brazil,4.3,49917,True,Greenshop,Ewg Verified
P005164,Chemical Pesticide Spray,Garden & Outdoors,"Bifenthrin, Synthetic Chemicals, Plastic",Ortho,11.6,Unknown,France,3.2,48255,True,Greenshop,None
P005165,Face Wash Plastic Pump,Personal Care,"Synthetic Surfactants, Plastic",Cerave,9.53,Red,Brazil,4.3,37690,True,Marketplace Y,None
P005166,Synthetic Garden Gloves,Garden & Outdoors,"Nylon, Nitrile Coating",Mechanix,10.63,Yellow,Japan,3.1,25523,True,Ecoretail,None
P005167,Plant-Based Cat Litter,Pet Care,"Corn, Wheat, Wood Fiber",World'S Best,20.54,Brown,Usa,3.6,32765,True,Greenshop,None
P005168,Plastic Pencil Case,Office & Stationery,Pvc Plastic,Zipit,7.15,Natural,Canada,3.2,25418,True,Online Shop A,None
P005169,Solar Charger Panel,Electronics & Energy,"Monocrystalline Silicon, Aluminum Frame",Anker,48.45,Green,France,3.1,49225,False,Whole Foods,None
P005170,Rechargeable Aa Battery,Electronics & Energy,Nickel-Metal Hydride (Nimh),Eneloop,19.17,Grey,Japan,4.9,28314,True,Marketplace Y,None
P005171,Bamboo Ruler,Office & Stationery,Bamboo,Westcott,3.88,Yellow,Germany,3.8,26190,True,Online Shop A,None
P005172,Incandescent Bulb,Electronics & Energy,"Glass, Tungsten Filament",Ge,2.98,Yellow,Usa,4.6,20082,True,Amazon,None
P005173,Plastic Lip Balm Tube,Personal Care,"Petroleum, Plastic",Chapstick,2.34,Natural,Italy,4.5,5862,False,Whole Foods,None
P005174,Nylon Dog Collar,Pet Care,"Nylon, Plastic Buckle",Blueberry Pet,11.75,Black,Germany,4.4,25418,True,Online Shop A,None
P005175,Organic Compost Fertilizer,Garden & Outdoors,"Compost, Worm Castings",Dr. Earth,18.64,Unknown,Japan,4.7,32994,True,Walmart,Omri Listed
P005176,Refillable Highlighter,Office & Stationery,"Abs Plastic, Refillable Ink",Stabilo,5.78,Orange,Usa,4.3,21478,True,Amazon,None
P005177,Peat Compost,Garden & Outdoors,Peat Moss,Miracle-Gro,10.61,Purple,Italy,4.9,17582,True,Greenshop,None
P005178,Plastic Coffee Bag,Food & Beverage,"Multi-Layer Plastic, Aluminum",Folgers,12.25,Unknown,Canada,4.6,3816,True,Etsy,None
P005179,Dish Soap Bar,Cleaning,"Plant-Based Oils, Cardboard Packaging",Zero Waste Chef,9.19,Blue,Unknown,4.5,35049,False,Retailer X,Cosmos Natural
P005180,Plastic Scrub Pad,Cleaning,"Nylon, Polyester",Scotch-Brite,2.75,Grey,China,3.5,12998,True,Brand Store Z,None
P005181,Plastic Dog Waste Bag,Pet Care,Ldpe Plastic,Dogipot,9.17,Pink,Germany,4.8,7043,True,Amazon,None
P005182,Disposable Vinyl Gloves,Cleaning,Pvc Vinyl,Medline,9.12,Green,Sweden,4.8,37794,True,Amazon,None
P005183,Plastic Mechanical Pencil,Office & Stationery,"Abs Plastic, Metal Tip",Pentel,4.07,Natural,Italy,4.8,32389,True,Etsy,None
P005184,Silicone Food Wrap,Kitchen & Dining,Silicone,Stasher,12.24,Blue,Uk,4.2,19014,True,Target,None
P005185,Cardboard Juice Box,Food & Beverage,"Cardboard, Thin Plastic Lining",Honest Kids,5.2,Unknown,Netherlands,4.3,25418,True,Retailer X,Fsc Certified
P005186,Polyester Coat,Fashion & Clothing,100% Polyester,Zara,72.18,Orange,Usa,4.9,33906,True,Online Shop B,None
P005187,Sunscreen Plastic Tube,Personal Care,"Avobenzone, Plastic",Neutrogena,11.15,Unknown,Netherlands,4.6,18177,False,Retailer X,None
P005188,Deet Insect Repellent Plastic,Healthcare & Wellness,"Deet, Synthetic Chemicals, Plastic",Off!,7.62,Brown,Japan,4.6,25418,True,Retailer X,None
P005189,Recycled Pet Dog Leash,Pet Care,Recycled Pet Bottles,Found My Animal,31.59,Red,Uk,4.7,539,True,Retailer X,Grs Certified
P005190,Safety Razor Metal,Personal Care,Stainless Steel,Merkur,37.97,Grey,Unknown,3.4,37742,False,Online Shop B,Zero Waste Certified
P005191,Plastic Binder,Office & Stationery,Polypropylene Plastic,Avery,5.41,Yellow,Italy,3.6,4649,True,Ecoretail,None
P005192,Plastic Crib,Baby & Kids,"Abs Plastic, Steel Hardware",Delta Children,144.98,White,Australia,3.2,25418,True,Online Shop A,None
P005193,Reusable Travel Mug,Kitchen & Dining,"Stainless Steel, Plastic Lid",Yeti,27.89,Orange,Uk,4.2,25418,False,Retailer X,None
P005194,Biodegradable Seed Pot,Garden & Outdoors,"Compressed Peat, Coir",Jiffy,7.36,Yellow,Canada,4.3,16071,True,Ecoretail,None
P005195,Chemical Pesticide Spray,Garden & Outdoors,"Bifenthrin, Synthetic Chemicals, Plastic",Ortho,13.97,Beige,Sweden,4.2,20901,False,Online Shop A,None
P005196,Plastic Baby Toy,Baby & Kids,"Abs Plastic, Pvc",Fisher-Price,14.34,Beige,Australia,4.3,28579,True,Whole Foods,None
P005197,Leather Belt,Fashion & Clothing,Genuine Leather,Fossil,51.75,Black,Italy,3.4,44319,True,Amazon,None
P005198,Natural All-Purpose Cleaner Glass,Cleaning,"Vinegar, Essential Oils, Glass Bottle",Branch Basics,15.52,Unknown,Australia,4.9,40418,True,Whole Foods,Ewg Verified
P005199,Recycled Plastic Planter,Garden & Outdoors,100% Recycled Hdpe,Bloem,20.94,Grey,Unknown,3.4,4796,True,Target,Grs Certified
P005200,Mouthwash Plastic Bottle,Healthcare & Wellness,"Water, Alcohol, Plastic Bottle",Listerine,5.81,Green,Netherlands,3.6,44184,True,Walmart,None
P005201,Organic Face Wash Bar,Personal Care,"Organic Jojoba, Clay",Herbivore,14.87,Purple,France,4.0,21727,True,Greenshop,Usda Organic
P005202,Plastic Toothbrush,Personal Care,Plastic,Colgate,2.03,Brown,Unknown,4.7,33282,True,Retailer X,None
P005203,Cardboard Juice Box,Food & Beverage,"Cardboard, Thin Plastic Lining",Honest Kids,5.38,Black,Australia,4.0,11181,False,Online Shop B,Fsc Certified
P005204,Pu Leather Belt,Fashion & Clothing,"Pu Leather, Plastic",H&M,19.58,Unknown,Australia,4.6,45456,True,Amazon,None
P005205,Wool Sweater,Fashion & Clothing,100% Merino Wool,Icebreaker,157.42,Unknown,Sweden,3.6,48284,True,Walmart,Zq Merino
P005206,Compostable Dog Waste Bag,Pet Care,"Pbat, Pla Bioplastic",Earth Rated,12.69,Natural,France,3.5,13608,False,Online Shop A,Bpi Certified
P005207,Plastic Dental Floss,Personal Care,"Nylon, Plastic Container",Oral-B,2.34,Red,Usa,4.2,4293,True,Ecoretail,None
P005208,Plastic Watering Can,Garden & Outdoors,Polypropylene Plastic,Bloem,15.57,Black,Sweden,4.8,15970,True,Online Shop B,None
P005209,Wooden Crib,Baby & Kids,"Solid Pine Wood, Non-Toxic Paint",Babyletto,377.13,Unknown,Uk,3.8,40656,False,Whole Foods,Greenguard Gold
P005210,Organic Shampoo Bar,Personal Care,"Organic Coconut Oil, Shea Butter",Barnone,13.33,Clear,France,4.6,6463,True,Etsy,Usda Organic
P005211,Disposable Cotton Pads,Personal Care,"Cotton, Polyester Blend",Swisspers,4.11,Grey,France,3.7,25418,True,Online Shop B,None
P005212,Canvas Pencil Case,Office & Stationery,100% Cotton Canvas,Scout,16.06,Purple,Uk,4.2,4555,True,Amazon,None
P005213,Virgin Nylon Swimwear,Fashion & Clothing,"80% Nylon, 20% Elastane",Speedo,40.46,Unknown,France,4.6,26432,True,Walmart,None
P005214,Loose Leaf Tea Tin,Food & Beverage,"Steel Tin, Loose Leaf Tea",Harney & Sons,15.91,Unknown,Netherlands,4.2,36408,True,Marketplace Y,Rainforest Alliance
P005215,Cardboard Juice Box,Food & Beverage,"Cardboard, Thin Plastic Lining",Honest Kids,4.96,Unknown,Uk,5.0,12109,True,Online Shop B,Fsc Certified
P005216,Bamboo Toothbrush,Personal Care,Bamboo,Ecosmile,5.19,Unknown,France,3.3,37424,False,Amazon,Eu Ecolabel
P005217,Polyester Leggings,Fashion & Clothing,"88% Polyester, 12% Spandex",Lululemon,108.99,Brown,Australia,3.2,6481,False,Amazon,None
P005218,Sunscreen Plastic Tube,Personal Care,"Avobenzone, Plastic",Neutrogena,12.88,Clear,Netherlands,5.0,2412,True,Whole Foods,None
P005219,Organic Face Wash Bar,Personal Care,"Organic Jojoba, Clay",Herbivore,13.98,Clear,Sweden,3.8,24518,True,Online Shop B,Usda Organic
P005220,Beeswax Wrap,Kitchen & Dining,"Beeswax, Organic Cotton",Bee'S Wrap,14.58,Beige,Netherlands,3.7,25418,True,Target,Gots
P005221,Reusable Mesh Bag,Food & Beverage,Organic Cotton Mesh,Alchemy Goods,10.25,Brown,Usa,4.6,17724,False,Walmart,Gots
P005222,Paper Straw,Kitchen & Dining,"Paper, Food-Safe Coating",Aardvark,4.35,Clear,Netherlands,3.7,18865,False,Amazon,Fsc Certified
P005223,Plastic Baby Bottle,Baby & Kids,Bpa-Free Polypropylene,Avent,9.99,Clear,Germany,3.8,27650,True,Online Shop A,None
P005224,Recycled Paper Notebook,Office & Stationery,"100% Recycled Paper, Cardboard Cover",Ecosystem,9.91,Beige,Canada,3.7,2598,False,Ecoretail,Fsc Certified
P005225,Organic Shampoo Bar,Personal Care,"Organic Coconut Oil, Shea Butter",Barnone,10.94,Blue,Italy,4.9,20591,True,Ecoretail,Usda Organic
P005226,Stainless Steel Dog Bowl,Pet Care,18/8 Stainless Steel,Loving Pets,13.47,Black,Australia,3.0,25418,True,Marketplace Y,None
P005227,Glass Jar Set,Kitchen & Dining,"Glass, Metal Lid",Ball,13.81,Black,France,4.5,25903,False,Marketplace Y,None
P005228,Plastic Straw,Kitchen & Dining,Polypropylene Plastic,Generic,1.0,Brown,Sweden,4.0,7155,True,Amazon,None
P005229,Linen Shirt,Fashion & Clothing,100% European Linen,Quince,47.68,Natural,Uk,4.5,9986,True,Online Shop B,Oeko-Tex
P005230,Disposable Razor 5Pack,Personal Care,"Plastic, Rubber",Bic,4.3,Pink,China,3.2,27758,True,Marketplace Y,None
P005231,Single-Use Plastic Bottle,Kitchen & Dining,Pet Plastic,Evian,1.83,Brown,Usa,3.7,27518,True,Amazon,None
P005232,Electric Lawn Mower,Garden & Outdoors,"Steel, Recycled Plastic",Greenworks,215.18,White,Germany,3.7,17002,True,Marketplace Y,Energy Star
P005233,Stainless Steel Dog Bowl,Pet Care,18/8 Stainless Steel,Loving Pets,11.68,Black,Germany,3.4,10377,True,Amazon,None
P005234,Plastic Straw,Kitchen & Dining,Polypropylene Plastic,Generic,0.91,Pink,Netherlands,4.6,26748,True,Brand Store Z,None
P005235,Natural Rubber Teether,Baby & Kids,100% Natural Hevea Rubber,Sophie La Girafe,23.29,Green,France,3.6,1205,False,Amazon,None
P005236,Plastic Garden Pot,Garden & Outdoors,Polypropylene Plastic,Bloem,5.49,Unknown,Sweden,3.3,28074,True,Etsy,None
P005237,Pu Leather Belt,Fashion & Clothing,"Pu Leather, Plastic",H&M,20.16,Grey,China,3.5,44209,True,Brand Store Z,None
P005238,Glass Perfume Bottle,Personal Care,"Natural Oils, Glass",Phlur,85.14,Natural,Netherlands,3.7,5416,True,Target,Cosmos Natural
P005239,Organic Cotton Baby Onesie,Baby & Kids,100% Organic Cotton,Burt'S Bees Baby,15.15,Unknown,Japan,3.0,26146,False,Etsy,Gots
P005240,Compostable Diaper,Baby & Kids,"Plant-Based Materials, Pla",Eco By Naty,0.5,Yellow,Unknown,3.1,5072,True,Amazon,Nordic Swan
P005241,Plastic Ballpoint Pen,Office & Stationery,"Abs Plastic, Ink",Bic,1.02,Unknown,China,3.1,25418,True,Amazon,None
P005242,Recycled Paper Notebook,Office & Stationery,"100% Recycled Paper, Cardboard Cover",Ecosystem,10.09,White,China,4.8,45910,True,Marketplace Y,Fsc Certified
P005243,Ceramic Pan,Kitchen & Dining,"Aluminum, Ceramic Coating",Greenpan,52.18,Unknown,China,4.8,11944,True,Walmart,None
P005244,Plastic Shopping Bag,Food & Beverage,Hdpe Plastic,Generic,0.09,Orange,France,4.4,31965,False,Greenshop,None
P005245,Bamboo Cutting Board,Kitchen & Dining,Bamboo,Totally Bamboo,20.25,Green,Usa,3.4,30432,True,Whole Foods,Fsc Certified
P005246,Plastic Juice Bottle,Food & Beverage,Pet Plastic,Tropicana,4.35,Orange,Usa,4.1,26776,False,Greenshop,None
P005247,Plastic Spoon Set,Kitchen & Dining,"Nylon, Plastic",Generic,4.88,Yellow,China,3.3,17034,True,Walmart,None
P005248,Organic Shampoo Bar,Personal Care,"Organic Coconut Oil, Shea Butter",Barnone,11.45,Unknown,Italy,3.2,9265,False,Greenshop,Usda Organic
P005249,Plastic Dish Sponge,Kitchen & Dining,"Polyurethane, Polyester",Scotch-Brite,2.81,Brown,Unknown,3.1,15529,True,Online Shop B,None
P005250,Cast Iron Pan,Kitchen & Dining,Cast Iron,Lodge,32.81,Unknown,Japan,3.3,32922,True,Brand Store Z,None
P005251,Electric Razor,Personal Care,"Abs Plastic, Metal",Braun,46.21,Grey,Brazil,4.2,37162,True,Marketplace Y,None
P005252,Beeswax Wood Polish,Cleaning,"Beeswax, Linseed Oil, Glass Jar",Howard,11.86,Purple,Unknown,3.8,34490,True,Brand Store Z,None
P005253,Synthetic Dress Shirt,Fashion & Clothing,"65% Polyester, 35% Cotton",Van Heusen,26.67,Pink,Unknown,4.2,36143,True,Amazon,None
P005254,Organic Cotton T-Shirt,Fashion & Clothing,100% Organic Cotton,Patagonia,39.49,Yellow,Italy,3.3,44694,True,Marketplace Y,Gots
P005255,Recycled Plastic Planter,Garden & Outdoors,100% Recycled Hdpe,Bloem,21.35,Beige,Italy,4.8,32186,True,Target,Grs Certified
P005256,Plastic Ballpoint Pen,Office & Stationery,"Abs Plastic, Ink",Bic,0.96,Natural,Italy,4.6,12902,True,Online Shop A,None
P005257,Plastic Watering Can,Garden & Outdoors,Polypropylene Plastic,Bloem,13.69,Unknown,Uk,4.0,25200,True,Online Shop A,None
P005258,Terracotta Garden Pot,Garden & Outdoors,Terracotta Clay,Hc Companies,10.5,Blue,France,4.4,23624,True,Online Shop B,None
P005259,Bamboo Leggings,Fashion & Clothing,"72% Bamboo, 28% Nylon",Boody,42.9,Pink,Uk,3.2,11424,True,Etsy,Oeko-Tex
P005260,Disposable Diaper,Baby & Kids,"Polypropylene, Polyethylene, Sap",Pampers,0.33,Orange,Germany,3.6,31145,True,Whole Foods,None
P005261,Natural Rubber Dog Toy,Pet Care,100% Natural Rubber,West Paw,14.55,Pink,Unknown,3.3,4529,True,Whole Foods,None
P005262,Plastic Mechanical Pencil,Office & Stationery,"Abs Plastic, Metal Tip",Pentel,3.92,Blue,Uk,3.4,9781,True,Online Shop B,None
P005263,Refillable Highlighter,Office & Stationery,"Abs Plastic, Refillable Ink",Stabilo,6.46,Black,Unknown,3.3,46821,True,Brand Store Z,None
P005264,Disposable Razor 5Pack,Personal Care,"Plastic, Rubber",Bic,4.37,Orange,Canada,4.3,11725,True,Online Shop B,None
P005265,Synthetic Baby Onesie,Baby & Kids,"60% Cotton, 40% Polyester",Carter'S,8.07,White,Germany,3.1,5478,True,Walmart,None
P005266,Cork Belt,Fashion & Clothing,"Cork, Cotton Lining",Corkor,31.18,Unknown,Australia,3.5,21860,True,Ecoretail,Vegan Society
P005267,Plastic Watering Can,Garden & Outdoors,Polypropylene Plastic,Bloem,16.68,Natural,Australia,3.1,38874,True,Ecoretail,None
P005268,Virgin Plastic Keyboard,Electronics & Energy,Abs Plastic,Logitech,32.52,Red,Italy,3.4,42669,False,Amazon,None
P005269,Plastic Flour Bag,Food & Beverage,Polyethylene Plastic,Gold Medal,4.69,Unknown,Uk,4.3,25418,True,Ecoretail,None
P005270,Plastic Cutting Board,Kitchen & Dining,High-Density Polyethylene,Oxo,13.97,Red,Australia,3.8,48022,True,Walmart,None
P005271,Leather Sneakers,Fashion & Clothing,Full Grain Leather,Nike,91.41,Green,China,3.6,25418,True,Marketplace Y,None
P005272,Plastic Flour Bag,Food & Beverage,Polyethylene Plastic,Gold Medal,5.31,Black,Unknown,4.5,32692,False,Marketplace Y,None
P005273,Plastic Cutting Board,Kitchen & Dining,High-Density Polyethylene,Oxo,12.71,Red,Canada,4.3,47801,True,Marketplace Y,None
P005274,Polyester T-Shirt,Fashion & Clothing,100% Polyester,H&M,9.81,Black,Sweden,4.9,6006,True,Amazon,None
P005275,Enzyme Drain Cleaner,Cleaning,"Enzyme Bacteria, Plant Extracts",Bio-Clean,11.25,Pink,Australia,4.5,29025,False,Brand Store Z,Ewg Verified
P005276,Linen Shirt,Fashion & Clothing,100% European Linen,Quince,54.11,Blue,Germany,4.5,16829,True,Greenshop,Oeko-Tex
P005277,Eco Kettle,Electronics & Energy,"Stainless Steel, Bpa-Free Plastic",Breville,53.94,Yellow,Germany,3.1,1334,True,Brand Store Z,Energy Star
P005278,Paper Straw,Kitchen & Dining,"Paper, Food-Safe Coating",Aardvark,3.79,Grey,Germany,3.7,36239,True,Online Shop A,Fsc Certified
P005279,Compostable Coffee Bag,Food & Beverage,"Kraft Paper, Pla Lining",Counter Culture,15.76,Grey,France,3.3,21190,True,Marketplace Y,Bpi Certified
P005280,Staple-Free Stapler,Office & Stationery,"Abs Plastic, Metal Blade",Kokuyo,9.17,Yellow,Usa,3.5,48107,True,Target,None
P005281,Gas Lawn Mower,Garden & Outdoors,"Steel, Aluminum, Gasoline Engine",Honda,366.2,Grey,Uk,3.4,30382,True,Brand Store Z,None
P005282,Recycled Material Pet Bed,Pet Care,"Recycled Pet Fill, Cotton Cover",P.L.A.Y.,55.62,Yellow,Japan,4.6,32356,True,Marketplace Y,Grs Certified
P005283,Plastic Dish Brush,Kitchen & Dining,"Polypropylene, Nylon",Oxo,5.31,Beige,Netherlands,4.0,21885,True,Whole Foods,None
P005284,Bamboo Ruler,Office & Stationery,Bamboo,Westcott,3.98,Red,Australia,4.6,4228,True,Ecoretail,None
P005285,Cotton Polyester Blend T-Shirt,Fashion & Clothing,"60% Cotton, 40% Polyester",Gap,18.46,Pink,Unknown,3.1,4539,True,Online Shop A,None
P005286,Synthetic Dress Shirt,Fashion & Clothing,"65% Polyester, 35% Cotton",Van Heusen,27.58,Unknown,Sweden,3.9,34635,True,Whole Foods,None
P005287,Sulfate-Free Shampoo,Personal Care,"Water, Natural Surfactants",Avalon,9.9,Green,Australia,3.9,6585,True,Online Shop B,Ewg Verified
P005288,Plastic Stapler,Office & Stationery,"Abs Plastic, Metal",Swingline,6.44,Beige,Uk,3.7,25418,False,Greenshop,None
P005289,Dish Soap Plastic Bottle,Cleaning,"Synthetic Surfactants, Plastic",Dawn,4.23,Brown,Usa,4.4,40898,False,Walmart,None
P005290,Organic Pet Shampoo Bar,Pet Care,"Organic Coconut Oil, Oatmeal",4-Legger,11.78,Grey,France,4.7,47672,True,Whole Foods,Usda Organic
P005291,Glass Olive Oil Bottle,Food & Beverage,"Dark Glass, Metal Cap",California Olive Ranch,13.61,Orange,Uk,3.8,49653,True,Walmart,None
P005292,Bamboo Bandages,Healthcare & Wellness,"Bamboo Gauze, Natural Adhesive",Bambooearth,9.69,Clear,Japan,3.2,23976,False,Etsy,None
P005293,Rechargeable Aa Battery,Electronics & Energy,Nickel-Metal Hydride (Nimh),Eneloop,18.34,Brown,India,3.3,15767,True,Online Shop A,None
P005294,Charcoal Floss,Personal Care,"Nylon, Charcoal",Charchoal Floss Co,5.82,Beige,Italy,3.4,18545,False,Retailer X,None
P005295,Chemical Cleaner Plastic Bottle,Cleaning,"Bleach, Synthetic Chemicals, Plastic",Mr. Clean,4.44,Unknown,China,4.8,37715,True,Online Shop A,None
P005296,Plastic Cutting Board,Kitchen & Dining,High-Density Polyethylene,Oxo,14.53,Black,Netherlands,4.2,47925,True,Whole Foods,None
P005297,Chemical Mold Remover,Cleaning,"Bleach, Synthetic Biocides, Plastic",Tilex,4.64,Black,Netherlands,3.7,46573,True,Walmart,None
P005298,Plastic Toothbrush,Personal Care,Plastic,Colgate,2.15,Clear,Uk,4.0,8574,True,Whole Foods,None
P005299,Compostable Diaper,Baby & Kids,"Plant-Based Materials, Pla",Eco By Naty,0.42,Red,Netherlands,4.0,42728,True,Brand Store Z,Nordic Swan
P005300,Organic Face Wash Bar,Personal Care,"Organic Jojoba, Clay",Herbivore,16.27,Clear,Unknown,3.3,41253,True,Retailer X,Usda Organic
P005301,Synthetic Pet Bed,Pet Care,"Polyester Fill, Polyester Cover",Furhaven,26.87,Unknown,China,4.2,37802,True,Amazon,None
P005302,Synthetic Garden Gloves,Garden & Outdoors,"Nylon, Nitrile Coating",Mechanix,10.13,Pink,Germany,3.9,25418,False,Amazon,None
P005303,Halogen Bulb,Electronics & Energy,"Glass, Halogen Gas, Tungsten",Sylvania,5.18,Blue,India,4.2,28978,True,Amazon,None
P005304,Plastic Lip Balm Tube,Personal Care,"Petroleum, Plastic",Chapstick,2.35,Blue,Unknown,4.5,421,True,Amazon,None
P005305,Plastic Lip Balm Tube,Personal Care,"Petroleum, Plastic",Chapstick,2.36,Unknown,Sweden,4.6,40525,False,Greenshop,None
P005306,Virgin Printer Paper,Office & Stationery,Virgin Wood Pulp,Hp,10.2,Purple,Brazil,3.7,32764,True,Marketplace Y,None
P005307,Glass Water Bottle,Kitchen & Dining,"Borosilicate Glass, Silicone Sleeve",Lifefactory,32.79,Yellow,Netherlands,3.3,11907,True,Etsy,None
P005308,Plastic Dish Sponge,Kitchen & Dining,"Polyurethane, Polyester",Scotch-Brite,2.92,Blue,Uk,4.0,43370,False,Walmart,None
P005309,Halogen Bulb,Electronics & Energy,"Glass, Halogen Gas, Tungsten",Sylvania,4.95,Brown,Australia,3.5,42659,True,Etsy,None
P005310,Glass Honey Jar,Food & Beverage,"Glass, Metal Lid",Beekeeper'S Naturals,16.13,Unknown,Italy,3.5,8810,True,Marketplace Y,None
P005311,Recycled Plastic Keyboard,Electronics & Energy,Post-Consumer Recycled Plastic,Hp,49.31,Green,Unknown,4.6,33962,True,Ecoretail,Grs Certified
P005312,Disposable Paper Filter,Kitchen & Dining,Bleached Paper,Melitta,4.68,Unknown,Germany,4.7,34312,True,Online Shop B,None
P005313,Plastic Tape,Office & Stationery,"Polypropylene Plastic, Acrylic Adhesive",Scotch,2.75,Pink,Japan,3.9,25418,True,Brand Store Z,None
P005314,Mouthwash Plastic Bottle,Healthcare & Wellness,"Water, Alcohol, Plastic Bottle",Listerine,6.32,White,Netherlands,4.0,1195,True,Amazon,None
P005315,Plastic Lip Balm Tube,Personal Care,"Petroleum, Plastic",Chapstick,2.37,Unknown,Usa,4.1,11014,True,Amazon,None
P005316,Organic Cotton Underwear,Fashion & Clothing,"95% Organic Cotton, 5% Elastane",Pact,19.73,Beige,Canada,4.0,48696,True,Online Shop A,Gots
P005317,Compostable Dog Waste Bag,Pet Care,"Pbat, Pla Bioplastic",Earth Rated,13.47,Brown,Canada,3.1,2059,True,Retailer X,Bpi Certified
P005318,Aluminum Foil,Kitchen & Dining,Aluminum,Reynolds,5.6,Pink,India,3.6,12535,True,Marketplace Y,None
P005319,Bamboo Straw,Kitchen & Dining,Bamboo,Greenstraw,6.61,Purple,India,3.5,30894,False,Greenshop,Fsc Certified
P005320,Plastic Garden Twine,Garden & Outdoors,Polypropylene Plastic,Generic,2.93,Unknown,Uk,3.3,17144,False,Greenshop,None
P005321,Plastic Water Bottle,Kitchen & Dining,Bpa-Free Plastic,Nalgene,11.78,Natural,Canada,3.3,37999,True,Retailer X,None
P005322,Recycled Paper Towel,Kitchen & Dining,100% Recycled Paper,Seventh Generation,5.63,Unknown,Brazil,4.2,26578,True,Target,Fsc Certified
P005323,Natural Rubber Teether,Baby & Kids,100% Natural Hevea Rubber,Sophie La Girafe,24.6,Red,France,3.5,39326,True,Whole Foods,None
P005324,Bulk Bin Spice Jar Glass,Food & Beverage,"Glass, Stainless Steel Lid",Penzeys,5.86,Purple,Usa,4.2,3642,True,Etsy,None
